,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name,description
27,https://cf.bstatic.com/xdata/images/hotel/square600/36090703.webp?k=10c0a5f1eca894e9e8247ea1084afee1a7656d1a7bbbca82f372bba119d00cd8&o=,https://www.booking.com/hotel/us/grant.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=5602001_274271749_0_0_0&highlighted_blocks=5602001_274271749_0_0_0&matching_block_id=5602001_274271749_0_0_0&sr_pri_blocks=5602001_274271749_0_0_0__90166&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grant Hotel,300 m from center,Travel Sustainable Level 2,8.0,Comfort 8.1,"2,489 reviews",Queen Room,1 queen bed,€ 827,€ 909,"Union Square, San Francisco",2024-04-14,2024-04-21,37.78996260,-122.40963578,Grant Hotel,"




You're eligible for a Genius discount at Grant Hotel! To save at this property, all you have to do is sign in.
Located in downtown San Francisco and just 5 minutes’ walk from Union Square, this charming hotel offers guest rooms with cable TV and free WiFi.  Chinatown is 9 minutes' walk away.

Decorated in natural colors, each room at the Grant Hotel includes a work desk and an in-room safe. The rooms provide free local telephone calls.

A 24-hour front desk is offered to guests of Grant Hotel. Public computers are available in the lobby. Fax and photocopying services are offered and the hotel features luggage storage services.

The Powell-Mason cable car stop is steps from Hotel Grant and offers easy access to Fisherman’s Wharf, 18 minutes' ride away. The Golden Gate Bridge is 3.7 mi away.



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
28,https://cf.bstatic.com/xdata/images/hotel/square600/484393476.webp?k=b11079a51d0b4d89b2829903b573ea9ce530ffb5a2fd5f8b571eb845dea4a27c&o=,https://www.booking.com/hotel/us/parc-55.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=5695908_179317169_2_2_0&highlighted_blocks=5695908_179317169_2_2_0&matching_block_id=5695908_179317169_2_2_0&sr_pri_blocks=5695908_179317169_2_2_0__175051&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hilton Parc 55 San Francisco Union Square,350 m from center,Travel Sustainable Level 3+,7.9,Comfort 8.4,960 reviews,One King Bed,1 king bed,"€ 1,606",,"Union Square, San Francisco",2024-04-14,2024-04-21,37.78473854,-122.40876339,Hilton Parc 55 San Francisco Union Square,"




This downtown San Francisco hotel is 1 block from Union Square and the Hallidie Plaza, which features a cable car stop. Guests can enjoy the outdoor pool and other amenities at the adjacent Hilton San Francisco Union Square.

Parc 55 San Francisco Union Square spacious rooms include cable TV. The 100% nonsmoking rooms are decorated with custom furnishings and bay-style windows. Small refrigerators are provided in every room.

The Parc 55 San Francisco guests can dine at Cable 55, which features unique American cuisine. The Barbary Coast is a coffee shop with a full espresso bar.

Guests can work out in the large on-site fitness center.

Parc 55 is within 11 minutes' walk of the San Francisco Museum of Art and the Yerba Buena Gardens. The hotel is 12 mi from San Francisco International Airport.



Couples in particular like the location – they rated it 8.7 for a two-person trip.



Hotel chain/brand:
Hilton Hotels & Resorts

Distance in property description is calculated using © OpenStreetMap

Show me more



"
29,https://cf.bstatic.com/xdata/images/hotel/square600/38029026.webp?k=ed69b8656226a213a05d5fd86d0fe436a2683b71927fa525a42e03b215786e47&o=,https://www.booking.com/hotel/us/san-remo.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=5642402_88754453_0_0_0&highlighted_blocks=5642402_88754453_0_0_0&matching_block_id=5642402_88754453_0_0_0&sr_pri_blocks=5642402_88754453_0_0_0__64107&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,San Remo Hotel,1.9 km from center,Travel Sustainable Level 2,7.8,,"1,517 reviews",Double Room with Shared Bathroom,1 full bed,€ 588,€ 646,"North Beach, San Francisco",2024-04-14,2024-04-21,37.80434619,-122.41345860,San Remo Hotel,"




You're eligible for a Genius discount at San Remo Hotel! To save at this property, all you have to do is sign in.
Located in San Francisco and with Pier 39 reachable within a 9-minute walk, San Remo Hotel provides concierge services, non-smoking rooms, a restaurant, free WiFi throughout the property and a bar. This 2-star hotel offers a tour desk and luggage storage space. Union Square is 1.4 miles away and Moscone Center is 2 miles from the hotel.

At the hotel, every room has a shared bathroom with free toiletries.

Popular points of interest near San Remo Hotel include Coit Tower, Ghirardelli Square and Alcatraz. The nearest airport is San Francisco International Airport, 14 miles from the accommodation.



Couples in particular like the location – they rated it 9.6 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
30,https://cf.bstatic.com/xdata/images/hotel/square600/170431725.webp?k=fc66325b805128c031587ce51ca589719ff817880666d9d63c7bc1fc0657daac&o=,https://www.booking.com/hotel/us/comfort-inn-by-the-bay-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=29182411_0_2_1_0&highlighted_blocks=29182411_0_2_1_0&matching_block_id=29182411_0_2_1_0&sr_pri_blocks=29182411_0_2_1_0__148950&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Comfort Inn By the Bay,2.1 km from center,Travel Sustainable Level 2,7.6,Comfort 8.0,"2,600 reviews",Standard Twin Room - Non-Smoking,2 twin beds,"€ 1,366",,"Marina District, San Francisco",2024-04-14,2024-04-21,37.80107826,-122.42471851,Comfort Inn By the Bay,"




This San Francisco hotel is located just a 5-minute walk from Lombard Street, the ""Crookedest Street in the World"", and less than a mile from Fisherman’s Wharf. Free Wi-Fi and a daily breakfast with hot waffles are included.

Every room at Comfort Inn By the Bay Hotel San Francisco has coffee facilities and cable TV. The rooms are furnished with dark wood furniture and a sitting area.

A free newspaper is available weekdays at the hotel, along with free coffee in the lobby. The hotel also has a 24-hour front desk and tour information.

Chinatown is 1.3 miles from the hotel. San Francisco Comfort Inn By the Bay Hotel is 3 miles from the Golden Gate Bridge.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Hotel chain/brand:
Comfort Inn

Distance in property description is calculated using © OpenStreetMap

Show me more



"
31,https://cf.bstatic.com/xdata/images/hotel/square600/444123251.webp?k=bbdd1865bea45a1c2de0993865007b21128e45c1b3e0d51c4c9a03abe9732e24&o=,https://www.booking.com/hotel/us/courtyard-by-marriott-san-francisco-union-square.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=52833204_328574487_0_0_0&highlighted_blocks=52833204_328574487_0_0_0&matching_block_id=52833204_328574487_0_0_0&sr_pri_blocks=52833204_328574487_0_0_0__154063&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Courtyard by Marriott San Francisco Union Square,0.6 km from center,Travel Sustainable Level 1,7.4,,452 reviews,King Room,1 king bed,"€ 1,413",,"Union Square, San Francisco",2024-04-14,2024-04-21,37.78726200,-122.41425000,Courtyard by Marriott San Francisco Union Square,"




Just 9 minutes’ walk to Union Square, Courtyard by Marriott San Francisco Union Square features modern rooms with early twentieth century architecture in a prime central downtown location. Luxury bedding and free WiFi are provided in rooms.

Calming modern white and gray linens are provided in rooms. Blue accents pop throughout each room. A flat-screen TV is and spa toiletries are provided.

Guests can work out in the state-of-the-art fitness center at Courtyard by Marriott San Francisco Union Square. An inventive check-in process allows guests to check-in seamlessly.

Enjoy the onsite restaurant, Table 761, for a variety of dinner, breakfast, a lighter fare, an evening bar and Starbucks coffee. Work and relaxation spaces in the lobby are offered.

Union Square shops and restaurants are within 10 minutes’ walk of Courtyard by Marriott San Francisco Union Square. San Francisco International Airport is 25 minutes’ drive away.




Hotel chain/brand:
Courtyard by Marriott

Distance in property description is calculated using © OpenStreetMap

Show me more



"
32,https://cf.bstatic.com/xdata/images/hotel/square600/358353693.webp?k=0d2203da501f862ffde8cd53ae2ded5a938145c9457b91b948ebd0eedd3487c2&o=,https://www.booking.com/hotel/us/harbor-court.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=18076423_273259902_2_2_0&highlighted_blocks=18076423_273259902_2_2_0&matching_block_id=18076423_273259902_2_2_0&sr_pri_blocks=18076423_273259902_2_2_0__208601&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Harbor Court Hotel,1.4 km from center,Travel Sustainable Level 3,8.4,Comfort 9.0,553 reviews,One Full ADA,1 full bed,"€ 1,914",,"Downtown San Francisco, San Francisco",2024-04-14,2024-04-21,37.79258668,-122.39223763,Harbor Court Hotel,"




You're eligible for a Genius discount at Harbor Court Hotel! To save at this property, all you have to do is sign in.
Nestled along the edge of the San Francisco Bay, between the Financial District and Oracle Park, Harbor Court Hotel is a completely nonsmoking, boutique hotel. It is eco-friendly.

Harbor Court Hotel features guestrooms with flat-screen TVs and iHome sound systems. A yoga mat is also available, as well as premium bath products. Accessible rooms are available upon request.

Guests at the Harbor Court will have access to the adjacent YMCA's state-of-the-art workout equipment and indoor pool.

Guests can enjoy a meal from the Ozumo Sushi Bar and Robata Grill, also located next door, for delicious Japanese cuisine.



Couples in particular like the location – they rated it 9.4 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
33,https://cf.bstatic.com/xdata/images/hotel/square600/34520856.webp?k=e2a762baa38861d77501fcebf6ebc76d079f1bf41a23c0aed1daa47dfd96690c&o=,https://www.booking.com/hotel/us/warkwick-regis.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=5660713_340901218_0_42_0&highlighted_blocks=5660713_340901218_0_42_0&matching_block_id=5660713_340901218_0_42_0&sr_pri_blocks=5660713_340901218_0_42_0__140857&from=searchresults#hotelTmpl,Warwick San Francisco,350 m from center,,7.3,,"1,313 reviews",Superior Queen Room,1 queen bed,"€ 1,292",,"Union Square, San Francisco",2024-04-14,2024-04-21,37.78705544,-122.41131417,Warwick San Francisco,"




You're eligible for a Genius discount at Warwick San Francisco! To save at this property, all you have to do is sign in.
Just 5 minutes’ walk to Union Square Park, this luxurious hotel blends San Francisco Victorian décor with modern amenities like free WiFi in all rooms. A European bar, lounge and restaurant are onsite.

Bathrobes, slippers and free Gilchrist & Soames spa toiletries are provided in each modern room. Classic Victorian blue and white décor, blended with modern design elements such as, built-in USB ports, a flat-screen TV and a docking station are featured at Warwick San Francisco. A stylish gray sofa bed is featured in the spacious living room of select suites.

Panoramic views of the kitchen are featured in the 60-seat Aveline restaurant onsite. New Californian cuisine can be enjoyed from plush high-backed chairs. Styled in rich leather and dark wood finishes, The European Bar & Lounge features colorful European inspired cocktails with a fresh local twist.

Concierge services are available to help guests’ reserve priority seating at Aveline and other nearby attractions.

San Francisco International Airport is 20 minutes’ drive away. Moscone Center and the Yerba Buena Gardens are within 6 minutes’ walk of the Warwick San Francisco.



Couples in particular like the location – they rated it 8.1 for a two-person trip.



Hotel chain/brand:
Warwick International Hotels and Resorts
, 
Warwick Hotels and Resorts

Distance in property description is calculated using © OpenStreetMap

Show me more



"
34,https://cf.bstatic.com/xdata/images/hotel/square600/448682690.webp?k=8f11fbefe419815137a99da8b7a7b13cb172f33adf1a624f6049ff84cd0bd0ab&o=,https://www.booking.com/hotel/us/marriott-san-francisco-fisherman-s-wharf.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=23974405_246424375_0_2_0&highlighted_blocks=23974405_246424375_0_2_0&matching_block_id=23974405_246424375_0_2_0&sr_pri_blocks=23974405_246424375_0_2_0__191204&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,San Francisco Marriott Fisherman's Wharf,2.2 km from center,Travel Sustainable Level 1,8.1,Comfort 8.8,628 reviews,King Room,1 king bed,"€ 1,754",,"Fisherman's Wharf, San Francisco",2024-04-14,2024-04-21,37.80560607,-122.41768979,San Francisco Marriott Fisherman's Wharf,"




This San Francisco hotel is within 10 minutes' walk of Fisherman’s Wharf. The hotel offers a refrigerator in every room.

Marriott San Francisco Fisherman’s Wharf rooms include a coffee maker and hairdryer. The rooms are equipped with cable TV and feature pay-per-view movies.

The San Francisco Marriott is a pet-friendly hotel. The hotel features a business center and a gym. Free coffee is offered in the lobby each morning.

The Marriott San Francisco is within 5 minutes' walk of Ghirardelli Square, which features dining and shopping. The Golden Gate Bridge is 3 miles from the hotel. Pier 39 is within 15 minutes' walk of the hotel.



Couples in particular like the location – they rated it 9.1 for a two-person trip.



Hotel chain/brand:
Marriott Hotels & Resorts

Distance in property description is calculated using © OpenStreetMap

Show me more



"
35,https://cf.bstatic.com/xdata/images/hotel/square600/498699737.webp?k=03493a8ba3d07752c0fb9312f851a95611c061e9611e7500aae0b1594c8a0df9&o=,https://www.booking.com/hotel/us/nob-hill.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=5584915_123219971_0_0_0&highlighted_blocks=5584915_123219971_0_0_0&matching_block_id=5584915_123219971_0_0_0&sr_pri_blocks=5584915_123219971_0_0_0__89630&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Nob Hill Hotel,0.8 km from center,Travel Sustainable Level 2,7.5,Comfort 8.3,519 reviews,Standard Twin Room,1 bunk bed,€ 822,€ 903,"Downtown San Francisco, San Francisco",2024-04-14,2024-04-21,37.78865158,-122.41707891,Nob Hill Hotel,"




You're eligible for a Genius discount at Nob Hill Hotel! To save at this property, all you have to do is sign in.
Originally established in 1906, the elegant Nob Hill Hotel features marble flooring, ornate ceilings and an extensive collection of period paintings in the hotel interior. Guests can enjoy wine tasting every evening. San Francisco’s Union Square is 5 minutes’ walk away.

Offering free WiFi, each guest room is beautifully appointed in Victorian antiques, exquisite velvet and satin bedding. Rooms include a cable satellite TV and a coffee machine.

There is an Italian bistro - Colombini in the building that's opens for dinner.  Guests of Nob Hill Hotel can relax at Colombini Italian Café Bistro. The restaurant features fresh seafood, steak, pizza and signature risotto dishes and offers fine wines from Italy, Spain, France and California's Napa Valley region.

The hotel is 3 minutes’ walk from the California and Hyde Street Cable Car Station. Fisherman's Wharf is 12 minutes’ drive away. San Francisco’s Little Italy is 1.1 mi away.




Distance in property description is calculated using © OpenStreetMap

Show me more



"
36,https://cf.bstatic.com/xdata/images/hotel/square600/468439909.webp?k=33b82818691c0723cc83d4e7da32a56093a6a6a3617c973d664c8c1f330da873&o=,https://www.booking.com/hotel/us/luma-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=784051001_372660234_2_0_0&highlighted_blocks=784051001_372660234_2_0_0&matching_block_id=784051001_372660234_2_0_0&sr_pri_blocks=784051001_372660234_2_0_0__212726&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,LUMA Hotel San Francisco - #1 Hottest New Hotel in the US,2.1 km from center,Travel Sustainable Level 2,8.9,Comfort 9.6,900 reviews,Deluxe King Room,1 king bed,"€ 1,951","€ 2,296","South of Market (SOMA), San Francisco",2024-04-14,2024-04-21,37.77483700,-122.39029200,LUMA Hotel San Francisco - #1 Hottest New Hotel in the US,"




Located in San Francisco, 1312 feet from Oracle Park, LUMA Hotel San Francisco - #1 Hottest New Hotel in the US features accommodations with a private parking, a fitness center, frette bed linens, bathrobes and slippers. Among the facilities at this property are a 24-hour front desk and room service, along with complimentary WiFi throughout the property. The accommodations provides an ATM, a concierge service and luggage storage for guests.

All rooms at the hotel have air conditioning, mini refrigerator  and a desk.

The bathroom is equipped with dual head walk in shower and etro Italian bath and body amenities.

Guests at LUMA Hotel San Francisco - #1 Hottest New Hotel in the US can enjoy our coffee shop with pastries.

Moscone Center is 0.8 mi from the accommodations, while Union Square is 1.3 mi from the property. The nearest airport is San Francisco International Airport, 9.9 mi from LUMA Hotel San Francisco - #1 Hottest New Hotel in the US.

Closest hotel to the Chase Center with less than a 10 minute walk, and next to the Central Subway Mission Rock Station to Union Square and Chinatown.

2023 TripAdvisor #1 Hottest New Hotel in USA



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
37,https://cf.bstatic.com/xdata/images/hotel/square600/221957901.webp?k=06bcaea7f5f8600c407569be6b59f2ededb688fc2b84a9258ba4a82c9b8d66ef&o=,https://www.booking.com/hotel/us/stanford-court-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=57048501_94493666_0_2_0&highlighted_blocks=57048501_94493666_0_2_0&matching_block_id=57048501_94493666_0_2_0&sr_pri_blocks=57048501_94493666_0_2_0__148297&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Stanford Court San Francisco,0.5 km from center,Travel Sustainable Level 2,8.5,Comfort 9.1,"2,986 reviews",Standard Queen Room,1 queen bed,"€ 1,360","€ 1,554","Nob Hill, San Francisco",2024-04-14,2024-04-21,37.79201880,-122.40962966,Stanford Court San Francisco,"




You're eligible for a Genius discount at Stanford Court San Francisco! To save at this property, all you have to do is sign in.
Located adjacent to the Powell and California cable car stop, Stanford Court San Francisco is a technology-friendly boutique hotel that features a lobby and business center equipped with 7 MacBooks, iPads and iPad minis all running high-speed WiFi. Bar and Lounge serves craft brews and whiskey. San Francisco’s Union Square,Chinatown, and North Beach are is just 10 minutes’ walk away.

Select rooms feature a view of the San Francisco skyline at Stanford Court San Francisco. All guest rooms offer a pillow top mattress, speedy WiFi, a 49-inch high-definition television with HDMI and USB Ports, USB outlets, Staycast that enables guests stream content from their own devices, and a mini-refrigerator.

Breakfast is available on-site at Commons Cafe. Serves dinner and craft cocktails, beer, and whiskey in the evening.

Guests can workout in the state-of-the-art fitness center at Stanford Court San Francisco.

AT&T Park is 10 minutes’ drive away from Stanford Court San Francisco. Overlooking Grace Cathedral, Huntington Park, atop Nob Hill, is less than 5 minutes’ walk away. Fisherman's Wharf is just 15 minutes’ cable car ride away. Chinatown is 7 minutes’ walk away.

The premium early arrival is $50 plus tax before 09:00 to 14:00. Arriving before 09:00 is the rate of the day plus tax.



Couples in particular like the location – they rated it 9.2 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
38,https://cf.bstatic.com/xdata/images/hotel/square600/457030322.webp?k=3b1be5493e3592d5a2288c8bbb34bb60a90e9c79782246d72e1e5ea5efe34548&o=,https://www.booking.com/hotel/us/hyatt-regency-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=18223020_285711799_2_2_0&highlighted_blocks=18223020_285711799_2_2_0&matching_block_id=18223020_285711799_2_2_0&sr_pri_blocks=18223020_285711799_2_2_0__310741&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hyatt Regency San Francisco,1.2 km from center,Travel Sustainable Level 2,8.7,Comfort 9.2,"1,667 reviews",King Room,1 king bed,"€ 2,850",,"Financial District, San Francisco",2024-04-14,2024-04-21,37.79413077,-122.39618987,Hyatt Regency San Francisco,"




Newly renovated and located within 5 minutes’ walk of Ferry Building shops and ferries to Alcatraz, this luxury San Francisco hotel features guest rooms with stunning views of the San Francisco Bay and the Financial District.

A flat-screen TV, an iPod docking station and luxury bath amenities are standard in every spacious guest room at the San Francisco Hyatt Regency. Rooms are styled in modern dark wood furnishings, steel fixtures and plush white linens.

A 24-hour fitness center, reception and business center are available for guests’ convenience. Guests can enjoy cocktails at Eclipse Lounge located in the lobby.

The Eclipse Restaurant features select wines and fine dining at Hyatt Regency San Francisco.

Shopping opportunities at Union Square is 10 minutes’ walk away. Pier 39 and Fisherman’s Wharf is 15 minutes’ walk away from Hyatt Regency San Francisco.



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Hotel chain/brand:
Hyatt Regency

Distance in property description is calculated using © OpenStreetMap

Show me more



"
39,https://cf.bstatic.com/xdata/images/hotel/square600/504309240.webp?k=9299bdf56b21d1aac35114a50eedda129b5ad896bf2ab00848de58e3e6e6ea8b&o=,https://www.booking.com/hotel/us/infinity-hotel-sf.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248885&all_sr_blocks=5768217_98291585_4_2_0&highlighted_blocks=5768217_98291585_4_2_0&matching_block_id=5768217_98291585_4_2_0&sr_pri_blocks=5768217_98291585_4_2_0__172343&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Infinity Hotel San Francisco, Tapestry Collection by Hilton",3.1 km from center,Travel Sustainable Level 2,8.3,Comfort 8.8,"1,024 reviews",Double Room with Two Double Beds,2 full beds,"€ 1,581",,"Marina District, San Francisco",2024-04-14,2024-04-21,37.79959700,-122.43978500,"Infinity Hotel San Francisco, Tapestry Collection by Hilton","




Located in San Francisco’s Marina District, Infinity Hotel San Francisco, Tapestry Collection by Hilton offers spacious rooms with free WiFi and a cable TV.  It is just a 6-minute drive from the famous Golden Gate Bridge.

A refrigerator and large work desk are provided in all rooms at the Infinity Hotel San Francisco, Tapestry Collection by Hilton. Each room is warmly decorated and includes a hairdryer and clock radio.

Fisherman’s Wharf and the historic Alcatraz Island are both within a 10-minute drive of the motel.  The San Francisco International Airport is 16.3 miles away.

Infinity Hotel San Francisco, Tapestry Collection by Hilton offers a concierge and tour desk to assist guests with travel plans.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Hotel chain/brand:
Tapestry Collection

Distance in property description is calculated using © OpenStreetMap

Show me more



"
